id	subject	predicate	object	category	agent_type	has_attribute	knowledge_level
uuid:416c3aa2-455c-11f0-bac5-92a5c40acabb	Fibroblast	biolink:expresses	EXT1	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 76',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 76',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 76.0})] })	observation
uuid:416c4312-455c-11f0-bac5-92a5c40acabb	Fibroblast	biolink:expresses	SGIP1	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 77',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 77',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 77.0})] })	observation
uuid:416c4b46-455c-11f0-bac5-92a5c40acabb	Fibroblast	biolink:expresses	MACF1	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 78',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 78',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 78.0})] })	observation
uuid:416c5366-455c-11f0-bac5-92a5c40acabb	Fibroblast	biolink:expresses	IMMP2L	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 79',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 79',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 79.0})] })	observation
uuid:416c5bcc-455c-11f0-bac5-92a5c40acabb	Fibroblast	biolink:expresses	GMDS	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 80',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 80',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 80.0})] })	observation
uuid:416c6400-455c-11f0-bac5-92a5c40acabb	Fibroblast	biolink:expresses	SASH1	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 81',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 81',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 81.0})] })	observation
uuid:416c6c20-455c-11f0-bac5-92a5c40acabb	Fibroblast	biolink:expresses	C8ORF34	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 82',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 82',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 82.0})] })	observation
uuid:416c7490-455c-11f0-bac5-92a5c40acabb	Fibroblast	biolink:expresses	PHLDB2	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 83',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 83',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 83.0})] })	observation
uuid:416c7cd8-455c-11f0-bac5-92a5c40acabb	Fibroblast	biolink:expresses	PLXDC2	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 84',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 84',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 84.0})] })	observation
uuid:416c8502-455c-11f0-bac5-92a5c40acabb	Fibroblast	biolink:expresses	LDLRAD4	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 85',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 85',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 85.0})] })	observation
uuid:416c8d40-455c-11f0-bac5-92a5c40acabb	Fibroblast	biolink:expresses	KCNT2	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 86',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 86',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 86.0})] })	observation
uuid:416c9560-455c-11f0-bac5-92a5c40acabb	Fibroblast	biolink:expresses	BACH2	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 87',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 87',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 87.0})] })	observation
uuid:416c9d8a-455c-11f0-bac5-92a5c40acabb	Fibroblast	biolink:expresses	SLIT2	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 88',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 88',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 88.0})] })	observation
uuid:416ca5be-455c-11f0-bac5-92a5c40acabb	Fibroblast	biolink:expresses	LINC-PINT	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 89',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 89',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 89.0})] })	observation
uuid:416cadf2-455c-11f0-bac5-92a5c40acabb	Fibroblast	biolink:expresses	HSP90AA1	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 90',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 90',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 90.0})] })	observation
uuid:416cb61c-455c-11f0-bac5-92a5c40acabb	Fibroblast	biolink:expresses	ENSG00000243620	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 91',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 91',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 91.0})] })	observation
uuid:416cbe3c-455c-11f0-bac5-92a5c40acabb	Fibroblast	biolink:expresses	SLC7A11	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 92',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 92',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 92.0})] })	observation
uuid:416cc648-455c-11f0-bac5-92a5c40acabb	Fibroblast	biolink:expresses	ANKH	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 93',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 93',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 93.0})] })	observation
uuid:416ccea4-455c-11f0-bac5-92a5c40acabb	Fibroblast	biolink:expresses	COL4A1	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 94',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 94',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 94.0})] })	observation
uuid:416cd6ce-455c-11f0-bac5-92a5c40acabb	Fibroblast	biolink:expresses	ZSWIM6	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 95',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 95',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 95.0})] })	observation
uuid:416cdf34-455c-11f0-bac5-92a5c40acabb	Fibroblast	biolink:expresses	LINC02147	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 96',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 96',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 96.0})] })	observation
uuid:416ce75e-455c-11f0-bac5-92a5c40acabb	Fibroblast	biolink:expresses	TIMP3	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 97',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 97',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 97.0})] })	observation
uuid:416cef92-455c-11f0-bac5-92a5c40acabb	Fibroblast	biolink:expresses	ESYT2	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 98',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 98',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 98.0})] })	observation
uuid:416cf7c6-455c-11f0-bac5-92a5c40acabb	Fibroblast	biolink:expresses	PLCB4	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 99',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 99',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 99.0})] })	observation
uuid:416d0004-455c-11f0-bac5-92a5c40acabb	Fibroblast	biolink:expresses	TMEM132C	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 100',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 100',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 100.0})] })	observation
uuid:416d0a72-455c-11f0-bac5-92a5c40acabb	Microglia Macrophage or T Cell	biolink:expresses	MALAT1	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 1',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 1',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 1.0})] })	observation
uuid:416d12b0-455c-11f0-bac5-92a5c40acabb	Microglia Macrophage or T Cell	biolink:expresses	FRMD4A	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 2',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 2',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 2.0})] })	observation
uuid:416d1b02-455c-11f0-bac5-92a5c40acabb	Microglia Macrophage or T Cell	biolink:expresses	PLXDC2	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 3',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 3',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 3.0})] })	observation
uuid:416d2322-455c-11f0-bac5-92a5c40acabb	Microglia Macrophage or T Cell	biolink:expresses	DOCK4	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 4',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 4',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 4.0})] })	observation
uuid:416d2b4c-455c-11f0-bac5-92a5c40acabb	Microglia Macrophage or T Cell	biolink:expresses	LRMDA	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 5',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 5',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 5.0})] })	observation
uuid:416d3380-455c-11f0-bac5-92a5c40acabb	Microglia Macrophage or T Cell	biolink:expresses	C3	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 6',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 6',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 6.0})] })	observation
uuid:416d3bb4-455c-11f0-bac5-92a5c40acabb	Microglia Macrophage or T Cell	biolink:expresses	LINC02798	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 7',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 7',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 7.0})] })	observation
uuid:416d43de-455c-11f0-bac5-92a5c40acabb	Microglia Macrophage or T Cell	biolink:expresses	ABR	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 8',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 8',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 8.0})] })	observation
uuid:416d4c12-455c-11f0-bac5-92a5c40acabb	Microglia Macrophage or T Cell	biolink:expresses	SFMBT2	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 9',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 9',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 9.0})] })	observation
uuid:416d543c-455c-11f0-bac5-92a5c40acabb	Microglia Macrophage or T Cell	biolink:expresses	SYNDIG1	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 10',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 10',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 10.0})] })	observation
uuid:416d5c5c-455c-11f0-bac5-92a5c40acabb	Microglia Macrophage or T Cell	biolink:expresses	ITPR2	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 11',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 11',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 11.0})] })	observation
uuid:416d64cc-455c-11f0-bac5-92a5c40acabb	Microglia Macrophage or T Cell	biolink:expresses	NEAT1	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 12',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 12',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 12.0})] })	observation
uuid:416d6d00-455c-11f0-bac5-92a5c40acabb	Microglia Macrophage or T Cell	biolink:expresses	FOXN3	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 13',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 13',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 13.0})] })	observation
uuid:416d7570-455c-11f0-bac5-92a5c40acabb	Microglia Macrophage or T Cell	biolink:expresses	ARHGAP24	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 14',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 14',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 14.0})] })	observation
uuid:416d7dae-455c-11f0-bac5-92a5c40acabb	Microglia Macrophage or T Cell	biolink:expresses	KCNQ3	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 15',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 15',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 15.0})] })	observation
uuid:416d85ce-455c-11f0-bac5-92a5c40acabb	Microglia Macrophage or T Cell	biolink:expresses	APBB1IP	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 16',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 16',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 16.0})] })	observation
uuid:416d8e34-455c-11f0-bac5-92a5c40acabb	Microglia Macrophage or T Cell	biolink:expresses	ST6GAL1	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 17',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 17',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 17.0})] })	observation
uuid:416d9668-455c-11f0-bac5-92a5c40acabb	Microglia Macrophage or T Cell	biolink:expresses	ADAMTSL2	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 18',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 18',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 18.0})] })	observation
uuid:416d9e9c-455c-11f0-bac5-92a5c40acabb	Microglia Macrophage or T Cell	biolink:expresses	EPB41L2	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 19',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 19',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 19.0})] })	observation
uuid:416da6ee-455c-11f0-bac5-92a5c40acabb	Microglia Macrophage or T Cell	biolink:expresses	SRRM2	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 20',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 20',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 20.0})] })	observation
uuid:416daf18-455c-11f0-bac5-92a5c40acabb	Microglia Macrophage or T Cell	biolink:expresses	LDLRAD4	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 21',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 21',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 21.0})] })	observation
uuid:416db74c-455c-11f0-bac5-92a5c40acabb	Microglia Macrophage or T Cell	biolink:expresses	ELMO1	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 22',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 22',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 22.0})] })	observation
uuid:416dbf8a-455c-11f0-bac5-92a5c40acabb	Microglia Macrophage or T Cell	biolink:expresses	HSP90AA1	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 23',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 23',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 23.0})] })	observation
uuid:416dc7b4-455c-11f0-bac5-92a5c40acabb	Microglia Macrophage or T Cell	biolink:expresses	QKI	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 24',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 24',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 24.0})] })	observation
uuid:416dcfd4-455c-11f0-bac5-92a5c40acabb	Microglia Macrophage or T Cell	biolink:expresses	RBM25	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 25',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 25',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 25.0})] })	observation
uuid:416dd812-455c-11f0-bac5-92a5c40acabb	Microglia Macrophage or T Cell	biolink:expresses	LINC00486	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 26',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 26',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 26.0})] })	observation
uuid:416de01e-455c-11f0-bac5-92a5c40acabb	Microglia Macrophage or T Cell	biolink:expresses	LUC7L3	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 27',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 27',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 27.0})] })	observation
uuid:416de870-455c-11f0-bac5-92a5c40acabb	Microglia Macrophage or T Cell	biolink:expresses	MYO1F	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 28',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 28',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 28.0})] })	observation
uuid:416df09a-455c-11f0-bac5-92a5c40acabb	Microglia Macrophage or T Cell	biolink:expresses	ST6GALNAC3	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 29',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 29',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 29.0})] })	observation
uuid:416df8ce-455c-11f0-bac5-92a5c40acabb	Microglia Macrophage or T Cell	biolink:expresses	GRID2	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 30',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 30',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 30.0})] })	observation
uuid:416e0102-455c-11f0-bac5-92a5c40acabb	Microglia Macrophage or T Cell	biolink:expresses	INPP5D	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 31',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 31',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 31.0})] })	observation
uuid:416e094a-455c-11f0-bac5-92a5c40acabb	Microglia Macrophage or T Cell	biolink:expresses	PRRC2C	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 32',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 32',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 32.0})] })	observation
uuid:416e11ce-455c-11f0-bac5-92a5c40acabb	Microglia Macrophage or T Cell	biolink:expresses	MACF1	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 33',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 33',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 33.0})] })	observation
uuid:416e1a02-455c-11f0-bac5-92a5c40acabb	Microglia Macrophage or T Cell	biolink:expresses	SSH2	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 34',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 34',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 34.0})] })	observation
uuid:416e224a-455c-11f0-bac5-92a5c40acabb	Microglia Macrophage or T Cell	biolink:expresses	PCDH9	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 35',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 35',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 35.0})] })	observation
uuid:416e2a74-455c-11f0-bac5-92a5c40acabb	Microglia Macrophage or T Cell	biolink:expresses	DOCK8	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 36',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 36',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 36.0})] })	observation
uuid:416e32b2-455c-11f0-bac5-92a5c40acabb	Microglia Macrophage or T Cell	biolink:expresses	CSF2RA	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 37',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 37',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 37.0})] })	observation
uuid:416e3ae6-455c-11f0-bac5-92a5c40acabb	Microglia Macrophage or T Cell	biolink:expresses	MEF2A	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 38',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 38',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 38.0})] })	observation
uuid:416e4310-455c-11f0-bac5-92a5c40acabb	Microglia Macrophage or T Cell	biolink:expresses	AOAH	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 39',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 39',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 39.0})] })	observation
uuid:416e4b6c-455c-11f0-bac5-92a5c40acabb	Microglia Macrophage or T Cell	biolink:expresses	SPP1	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 40',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 40',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 40.0})] })	observation
uuid:416e538c-455c-11f0-bac5-92a5c40acabb	Microglia Macrophage or T Cell	biolink:expresses	CELF2	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 41',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 41',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 41.0})] })	observation
uuid:416e5bc0-455c-11f0-bac5-92a5c40acabb	Microglia Macrophage or T Cell	biolink:expresses	PTPRJ	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 42',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 42',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 42.0})] })	observation
